id;Longitude;Latitude
100101010000167;13,19257786;52,43386833
100101010000268;13,19257786;52,43386833
100101010000369;13,1927467;52,43381256
100101010000470;13,1927467;52,43381256
100101010000874;13,26130077;52,43664151
100101010000975;13,26130077;52,43664151
100101010001076;13,26310552;52,43511242
100101010001177;13,26310552;52,43511242
100101010001278;13,25988057;52,43374142
100101010001379;13,25988057;52,43374142
100101010001884;13,37926717;52,43614059
100101010001985;13,37926717;52,43614059
100101010002086;13,36441331;52,41487617
100101010069683;13,35974087;52,40959836
100101010069784;13,35974087;52,40959836
100101010002288;13,4000522;52,41615714
100101010002389;13,4000522;52,41615714
100101010002490;13,40209827;52,41316159
100101010002591;13,40209827;52,41316159
100101010002692;13,38824115;52,43746263
100101010002793;13,38824115;52,43746263
100101010002995;13,48488437;52,42469401
100101010003096;13,48488437;52,42469401
100101010002894;13,48491532;52,42470935
100101010003100;13,45291236;52,4510216
100101010003201;13,45291236;52,4510216
100101010003302;13,41975725;52,45218494
100101010003403;13,41975725;52,45218494
100101010003504;13,41966228;52,45207024
100101010003605;13,41966228;52,45207024
100101010003908;13,34798158;52,57670433
100101010004009;13,34798158;52,57670433
100101010004110;13,34778595;52,57754524
100101010004211;13,34778595;52,57754524
100101010004312;13,42952123;52,57461381
100101010004413;13,42952123;52,57461381
100101010004514;13,42952123;52,57461381
100101010004918;13,55284911;52,42771718
100101010005019;13,55284911;52,42771718
100101010005120;13,55284911;52,42771718
100101010007948;13,35380019;52,55159764
100101010008049;13,35380019;52,55159764
100101010008150;13,3632052;52,55609639
100101010008251;13,3632052;52,55609639
100101010008352;13,35147834;52,55081273
100101010008453;13,35147834;52,55081273
100101010008554;13,34717928;52,55311147
100101010008655;13,34717928;52,55311147
100101010008756;13,36508315;52,55906387
100101010009261;13,41441319;52,55508704
100101010009362;13,41441319;52,55508704
100101010009665;13,47931197;52,56975219
100101010009766;13,47923485;52,56965869
100101010009867;13,47872507;52,53312849
100101010009968;13,47872507;52,53312849
100101010010069;13,47872507;52,53312849
100101010010170;13,47888359;52,53327579
100101010010271;13,47888359;52,53327579
100101010010372;13,47888359;52,53327579
100101010010877;13,45070114;52,53608824
100101010010978;13,45070114;52,53608824
100101010011685;13,4789053;52,49977749
100101010011786;13,4789053;52,49977749
100101010011887;13,47758377;52,50055542
100101010011988;13,47758377;52,50055542
100101010012594;13,20068075;52,54152097
100101010012695;13,20068075;52,54152097
100101010012796;13,46907899;52,48399008
100101010012800;13,46907899;52,48399008
100101010013002;13,4632461;52,4916709
100101010013103;13,4632461;52,4916709
100101010013204;13,4632461;52,4916709
100101010013305;13,41219397;52,55376205
100101010013406;13,41219397;52,55376205
100101010013507;13,32908423;52,56687425
100101010013608;13,32908423;52,56687425
100101010013709;13,32917518;52,56719919
100101010013810;13,32917518;52,56719919
100101010014113;13,32383634;52,51056827
100101010014214;13,32383634;52,51056827
100101010014315;13,32383634;52,51056827
100101010014416;13,32410614;52,51057905
100101010014517;13,32410614;52,51057905
100101010014618;13,32410614;52,51057905
100101010014719;13,34300389;52,51409914
100101010014820;13,34300389;52,51409914
100101010014921;13,34300389;52,51409914
100101010015022;13,34206363;52,5138908
100101010015123;13,34206363;52,5138908
100101010015224;13,34206363;52,5138908
100101010012901;13,46903234;52,48396189
100101010015426;13,36905504;52,507086
100101010015527;13,36905504;52,507086
100101010015325;13,36912844;52,50707338
100101010015729;13,37587779;52,50953287
100101010015830;13,37587779;52,50953287
100101010015628;13,37586609;52,50957552
100101010069885;13,36005495;52,41012684
100101010069986;13,36005495;52,41012684
100101010016335;13,22553109;52,53757139
100101010016436;13,22553109;52,53757139
100101010016537;13,22540393;52,53743246
100101010016638;13,22540393;52,53743246
100101010016739;13,27843124;52,53473797
100101010016840;13,27843124;52,53473797
100101010016941;13,27843124;52,53473797
100101010017345;13,29770528;52,48629779
100101010017446;13,29770528;52,48629779
100101010017547;13,2918667;52,48328162
100101010017648;13,2918667;52,48328162
100101010017951;13,37866395;52,44210104
100101010018355;13,39848337;52,41387521
100101010018456;13,39848337;52,41387521
100101010018557;13,40445676;52,41538053
100101010018658;13,40445676;52,41538053
100101010019163;13,43571359;52,44813757
100101010019264;13,43571359;52,44813757
100101010019466;13,44302276;52,5710173
100101010019567;13,443013;52,5709315
100101010019870;13,59532834;52,43750906
100101010019971;13,59514986;52,43753879
100101010020274;13,56893846;52,45321939
100101010020375;13,56893846;52,45321939
100101010020678;13,51312556;52,46660702
100101010020779;13,51312556;52,46660702
100101010021082;13,52192949;52,47572287
100101010021183;13,52192949;52,47572287
100101010021284;13,51882736;52,51228306
100101010021385;13,51882736;52,51228306
100101010021486;13,51915268;52,5318707
100101010021587;13,51915268;52,5318707
100101010021688;13,28815956;52,49630857
100101010021789;13,28815956;52,49630857
100101010021890;13,31920405;52,4996243
100101010022092;13,32068505;52,49979843
100101010022193;13,32068505;52,49979843
100101010022294;13,35858176;52,48869456
100101010022395;13,35858176;52,48869456
100101010022496;13,35867996;52,48856087
100101010022500;13,35867996;52,48856087
100101010022601;13,36345674;52,49405499
100101010022702;13,36345674;52,49405499
100101010022803;13,36320149;52,49392407
100101010022904;13,36320149;52,49392407
100101010023005;13,38817933;52,49825969
100101010023106;13,38817933;52,49825969
100101010023207;13,38621035;52,49826234
100101010023308;13,38621035;52,49826234
100101010023409;13,37126345;52,50544277
100101010023510;13,37126345;52,50544277
100101010023611;13,37126345;52,50544277
100101010023712;13,36333619;52,505503
100101010023813;13,36333619;52,505503
100101010023914;13,35184161;52,50813441
100101010024015;13,35184161;52,50813441
100101010024116;13,35184161;52,50813441
100101010024924;13,35315131;52,51632946
100101010025025;13,35315131;52,51632946
100101010025126;13,35312673;52,5161646
100101010025227;13,35312673;52,5161646
100101010062007;13,31654198;52,54734541
100101010062108;13,31654198;52,54734541
100101010062209;13,31673397;52,54736412
100101010026742;13,42662017;52,53825763
100101010026843;13,42662017;52,53825763
100101010026944;13,42662017;52,53825763
100101010027247;13,44831569;52,56468844
100101010027348;13,44831569;52,56468844
100101010027449;13,44905176;52,52468009
100101010027550;13,44905176;52,52468009
100101010027651;13,44905176;52,52468009
100101010027752;13,44094111;52,52429788
100101010027853;13,44094111;52,52429788
100101010028257;13,44821282;52,5046356
100101010028358;13,44821282;52,5046356
100101010028459;13,3229274;52,58629742
100101010028560;13,3229274;52,58629742
100101010028661;13,31246737;52,57307371
100101010028762;13,31246737;52,57307371
100101010079484;13,38587442;52,47682214
100101010079585;13,38587442;52,47682214
100101010029469;13,38577887;52,48007294
100101010029570;13,38577887;52,48007294
100101010030075;13,45137428;52,47605237
100101010030176;13,45137428;52,47605237
100101010030277;13,45163195;52,47606628
100101010030378;13,45163195;52,47606628
100101010030479;13,39157593;52,52809909
100101010030580;13,39157593;52,52809909
100101010030681;13,39407236;52,52856521
100101010030782;13,39407236;52,52856521
100101010030883;13,40074625;52,51822458
100101010030984;13,40074625;52,51822458
100101010031085;13,40066421;52,51811645
100101010031186;13,40066421;52,51811645
100101010031287;13,4001967;52,5112039
100101010031388;13,4001967;52,5112039
100101010031489;13,4001967;52,5112039
100101010031590;13,40004359;52,51105832
100101010031691;13,40004359;52,51105832
100101010031792;13,40004359;52,51105832
100101010032200;13,49780177;52,56058538
100101010032301;13,49780177;52,56058538
100101010032503;13,26216698;52,50743811
100101010032604;13,26216698;52,50743811
100101010032705;13,26860923;52,49972987
100101010032806;13,26860923;52,49972987
100101010033311;13,57572448;52,45412319
100101010033412;13,57572448;52,45412319
100101010033513;13,57586572;52,45416683
100101010033614;13,57586572;52,45416683
100101010034119;13,42546565;52,52985745
100101010034220;13,42546565;52,52985745
100101010034422;13,43845389;52,51742982
100101010034523;13,43845389;52,51742982
100101010035331;13,27987593;52,52072021
100101010035634;13,56759685;52,53662504
100101010035735;13,56759685;52,53662504
100101010035836;13,25433876;52,43541924
100101010035937;13,25433876;52,43541924
100101010036139;13,26215025;52,48149435
100101010036038;13,26219228;52,48139442
100101010036240;13,35081659;52,51197936
100101010036341;13,35081659;52,51197936
100101010036442;13,35081659;52,51197936
100101010018052;13,37886481;52,44205735
100101010024217;13,35162286;52,50823119
100101010024318;13,35162286;52,50823119
100101010024419;13,35162286;52,50823119
100101010038664;13,47446539;52,53486254
100101010038765;13,47446539;52,53486254
100101010035230;13,27995105;52,52062324
100101010016234;13,22551345;52,53761039
100101010017042;13,27866982;52,53480606
100101010017143;13,27866982;52,53480606
100101010017244;13,27866982;52,53480606
100101010019365;13,43566751;52,4481454
100101010025328;13,35308432;52,51620131
100101010039371;13,32709195;52,53607321
100101010039472;13,32709195;52,53607321
100101010039573;13,32709195;52,53607321
100101010039674;13,3274778;52,53608776
100101010039775;13,3274778;52,53608776
100101010039876;13,3274778;52,53608776
100101010039977;13,55581247;52,55962242
100101010040078;13,55581247;52,55962242
100101010040179;13,55581247;52,55962242
100101010040280;13,5529551;52,55600776
100101010040381;13,5529551;52,55600776
100101010040482;13,5529551;52,55600776
100101010021991;13,31920003;52,49965256
100101010040785;13,42993792;52,58194883
100101010040886;13,42993792;52,58194883
100101010040987;13,42993792;52,58194883
100101010041088;13,49795128;52,5638381
100101010041189;13,497721;52,5638536
100101010041391;13,31697346;52,51404077
100101010041492;13,31697346;52,51404077
100101010041593;13,31721746;52,51410663
100101010041694;13,31721746;52,51410663
100101010041896;13,19102568;52,53436189
100101010041795;13,19084803;52,53433232
100101010041900;13,33104097;52,48843966
100101010042001;13,33104097;52,48843966
100101010042102;13,33090982;52,48852827
100101010042203;13,33090982;52,48852827
100101010042708;13,30407379;52,42648948
100101010042809;13,30412903;52,42658782
100101010043314;13,29530732;52,53136593
100101010043415;13,29530732;52,53136593
100101010043516;13,29557448;52,53131551
100101010043617;13,29557448;52,53131551
100101010043718;13,34321619;52,52770386
100101010043819;13,34321619;52,52770386
100101010043920;13,34333187;52,52759784
100101010044021;13,34333187;52,52759784
100101010044122;13,26089417;52,52155457
100101010044223;13,26089417;52,52155457
100101010044324;13,26067151;52,52148393
100101010044425;13,26067151;52,52148393
100101010045132;13,52250854;52,44822423
100101010045233;13,52250854;52,44822423
100101010052610;13,32933599;52,49527974
100101010052711;13,32933599;52,49527974
100101010052812;13,32806856;52,4948426
100101010052913;13,32806856;52,4948426
100101010053014;13,37653367;52,50226895
100101010053115;13,37653367;52,50226895
100101010053216;13,37653367;52,50226895
100101010053317;13,3696211;52,5055733
100101010053418;13,3696211;52,5055733
100101010053519;13,3696211;52,5055733
100101010053620;13,3554024;52,50711384
100101010053721;13,3554024;52,50711384
100101010053822;13,3733365;52,51144335
100101010053923;13,15663948;52,52133979
100101010054024;13,15663948;52,52133979
100101010054125;13,36999384;52,54032182
100101010054226;13,36999384;52,54032182
100101010054327;13,36999384;52,54032182
100101010054428;13,36906149;52,54067377
100101010054529;13,36906149;52,54067377
100101010054630;13,36906149;52,54067377
100101010054731;13,4786344;52,45865391
100101010054832;13,47857886;52,45854208
100101010054933;13,49658683;52,43259199
100101010055034;13,49658683;52,43259199
100101010055640;13,5122723;52,56605457
100101010055741;13,5122723;52,56605457
100101010056044;13,3117845;52,50645595
100101010056145;13,3117845;52,50645595
100101010056246;13,31156808;52,506355
100101010056347;13,31156808;52,506355
100101010056448;13,39841485;52,57724622
100101010056549;13,39889111;52,57310721
100101010057256;13,43174118;52,46693437
100101010057357;13,43174118;52,46693437
100101010057458;13,43126876;52,46747659
100101010057559;13,43126876;52,46747659
100101010057862;13,39447189;52,54012442
100101010057963;13,39447189;52,54012442
100101010058064;13,36668716;52,50426209
100101010058165;13,36668716;52,50426209
100101010058367;13,3666166;52,50401729
100101010058468;13,3666166;52,50401729
100101010058569;13,37342706;52,50331881
100101010058670;13,37342706;52,50331881
100101010058771;13,37342706;52,50331881
100101010059478;13,34656354;52,51593484
100101010059579;13,34656354;52,51593484
100101010059680;13,34656354;52,51593484
100101010059781;13,38465351;52,556345
100101010059882;13,38465351;52,556345
100101010059983;13,38528412;52,55742884
100101010060084;13,38528412;52,55742884
100101010061805;13,36151697;52,53779361
100101010061906;13,36151697;52,53779361
100101010061603;13,36507758;52,53957747
100101010061704;13,36507758;52,53957747
100101010060892;13,41525702;52,50937395
100101010060993;13,41543408;52,50971353
100101010061094;13,42843082;52,55868034
100101010061195;13,42843082;52,55868034
100101010061296;13,36888026;52,51072166
100101010061300;13,34531026;52,49261394
100101010061401;13,34526793;52,49261383
100101010061502;13,34526793;52,49261383
100101010062411;13,41321009;52,51960155
100101010062512;13,41321009;52,51960155
100101010062815;13,38873502;52,51029773
100101010062916;13,38873502;52,51029773
100101010063017;13,38834798;52,51021537
100101010063118;13,38834798;52,51021537
100101010063219;13,38480042;52,50873959
100101010063421;13,36277811;52,52445577
100101010062613;13,41325065;52,51972244
100101010062714;13,41325065;52,51972244
100101010063320;13,38489405;52,50867253
100101010058266;13,36666539;52,50399965
100101010064128;13,39370072;52,51502877
100101010064229;13,3936766;52,51499741
100101010064330;13,40371076;52,51253529
100101010064431;13,40371076;52,51253529
100101010064532;13,40371076;52,51253529
100101010064633;13,40379339;52,51276325
100101010064734;13,40379339;52,51276325
100101010064835;13,40379339;52,51276325
100101010064936;13,39348412;52,51075032
100101010065037;13,39348412;52,51075032
100101010065138;13,39310269;52,51061763
100101010065239;13,39310269;52,51061763
100101010065946;13,38822273;52,50655142
100101010066047;13,38890608;52,50663813
100101010066754;13,43991863;52,46738234
100101010066855;13,44016281;52,46737011
100101010066956;13,31754334;52,46389648
100101010067057;13,31754334;52,46389648
100101010067158;13,39431594;52,50201271
100101010067259;13,39431594;52,50201271
100101010067360;13,39693916;52,50520567
100101010067461;13,39693916;52,50520567
100101010067966;13,44983083;52,50194777
100101010068067;13,44983083;52,50194777
100101010068168;13,44983083;52,50194777
100101010068269;13,46090916;52,4985548
100101010068370;13,46090916;52,4985548
100101010068471;13,46881619;52,51423249
100101010068572;13,46881619;52,51423249
100101010068673;13,46881619;52,51423249
100101010068774;13,46984019;52,51427863
100101010068875;13,46984019;52,51427863
100101010068976;13,46984019;52,51427863
100101010069077;13,31804085;52,46383059
100101010069178;13,31804085;52,46383059
100101010069380;13,28147568;52,51174135
100101010069481;13,28147568;52,51174135
100101010069582;13,30588145;52,49785277
100101010034321;13,43846667;52,51746256
100101010071909;13,40732173;52,529035
100101010072010;13,40732173;52,529035
100101010072111;13,45775531;52,45361245
100101010072212;13,45775531;52,45361245
100101010072313;13,4873386;52,42301215
100101010072414;13,4873386;52,42301215
100101010072616;13,36094196;52,49275861
100101010072818;13,34968427;52,48282483
100101010072919;13,34968427;52,48282483
100101010072717;13,36098709;52,49275611
100101010073020;13,3496333;52,48285484
100101010073121;13,41085059;52,5286484
100101010073222;13,41085059;52,5286484
100101010073323;13,33124488;52,50190765
100101010073424;13,33124488;52,50190765
100101010073525;13,33046363;52,49857823
100101010073626;13,33046363;52,49857823
100101010073727;13,31448025;52,5107973
100101010080494;13,28705429;52,50647774
100101010080595;13,28705429;52,50647774
100101010080696;13,28696166;52,50660915
100101010080700;13,28696166;52,50660915
100101010081306;13,35540245;52,52369576
100101010080801;13,35540245;52,52369576
100101010074131;13,54854903;52,427418
100101010074232;13,54854903;52,427418
100101010081407;13,40598689;52,52086178
100101010081508;13,40598689;52,52086178
100101010081609;13,40598689;52,52086178
100101010081710;13,40657904;52,52069638
100101010081811;13,40657904;52,52069638
100101010081912;13,40657904;52,52069638
100101010074636;13,39198682;52,4958355
100101010074737;13,39198682;52,4958355
100101010074838;13,3925616;52,49628942
100101010074939;13,3925616;52,49628942
100101010075040;13,39249012;52,49809455
100101010075141;13,39249012;52,49809455
100101010075343;13,39348294;52,49739201
100101010075444;13,39348294;52,49739201
100101010075545;13,39348294;52,49739201
100101010075242;13,39249012;52,49809455
100101010075646;13,45495137;52,52852554
100101010075747;13,45495137;52,52852554
100101010075848;13,45495137;52,52852554
100101010079686;13,41965097;52,55340292
100101010079787;13,41965097;52,55340292
100101010082013;13,41883615;52,52588636
100101010082114;13,41883615;52,52588636
100101010082215;13,41883615;52,52588636
100101010076555;13,35643582;52,52206752
100101010076656;13,35643582;52,52206752
100101010081104;13,35407473;52,52418392
100101010081205;13,35407473;52,52418392
100101010083427;13,34483178;52,49169414
100101010083528;13,34483178;52,49169414
100101010083730;13,34621537;52,49935575
100101010083831;13,34621537;52,49935575
100101010083932;13,34621537;52,49935575
100101010084033;13,34523407;52,49993608
100101010084134;13,34523407;52,49993608
100101010076959;13,34442798;52,50034221
100101010077060;13,34442798;52,50034221
100101010077161;13,31468272;52,5105879
100101010085649;13,44342765;52,50081566
100101010085750;13,44342765;52,50081566
100101010085851;13,44361973;52,50108644
100101010085952;13,44361973;52,50108644
100101010077363;13,49979639;52,43453385
100101010077464;13,49979639;52,43453385
100101010077565;13,49917858;52,4347094
100101010077666;13,49917858;52,4347094
100101010077868;13,48422579;52,42476978
100101010077969;13,48422579;52,42476978
100101010078171;13,45853732;52,45357593
100101010078272;13,45853732;52,45357593
100101010077767;13,49917858;52,4347094
100101010078070;13,48422579;52,42476978
100101010086053;13,41651389;52,5262709
100101010086154;13,41651389;52,5262709
100101010086255;13,41651389;52,5262709
100101010078575;13,43414889;52,48159647
100101010078676;13,43414889;52,48159647
100101010078777;13,43528212;52,48095163
100101010078878;13,43528212;52,48095163
100101010078979;13,38816757;52,43728069
100101010079080;13,38816757;52,43728069
100101010079181;13,3881446;52,43727521
100101010086356;13,54560583;52,4321926
100101010086457;13,54560583;52,4321926
100101010086558;13,54560583;52,4321926
100101010086659;13,46948069;52,47267454
100101010086760;13,46948069;52,47267454
100101010087164;13,46407008;52,45369789
100101010087265;13,5168346;52,39825314
100101010087366;13,5168346;52,39825314
100101010090501;13,38470095;52,53169469
100101010090501;13,38470095;52,53169469
100101010090501;13,38470095;52,53169469
100101010090602;13,38634201;52,53298974
100101010090703;13,38634201;52,53298974
100101010090602;13,38634201;52,53298974
100101010090602;13,38634201;52,53298974
100101010090703;13,38634201;52,53298974
100101010090703;13,38634201;52,53298974
100101010090804;13,38643696;52,53290922
100101010090905;13,38643696;52,53290922
100101010090804;13,38643696;52,53290922
100101010090804;13,38643696;52,53290922
100101010090905;13,38643696;52,53290922
100101010090905;13,38643696;52,53290922
100101010091006;13,38363808;52,53184474
100101010091006;13,38363808;52,53184474
100101010091006;13,38363808;52,53184474
100101010091107;13,38331199;52,53171076
100101010091107;13,38331199;52,53171076
100101010091107;13,38331199;52,53171076
100101010083629;13,34483178;52,49169414
100101010091309;13,38050804;52,5285437
100101010091309;13,38050804;52,5285437
100101010091309;13,38050804;52,5285437
100101010091410;13,38161501;52,53022326
100101010091511;13,38161501;52,53022326
100101010091410;13,38161501;52,53022326
100101010091410;13,38161501;52,53022326
100101010091511;13,38161501;52,53022326
100101010091511;13,38161501;52,53022326
100101010092016;13,38110102;52,53007174
100101010092016;13,38110102;52,53007174
100101010092016;13,38110102;52,53007174
100101010092117;13,380063;52,52968075
100101010092218;13,380063;52,52968075
100101010092117;13,380063;52,52968075
100101010092117;13,380063;52,52968075
100101010092218;13,380063;52,52968075
100101010092218;13,380063;52,52968075
100101010092319;13,38459774;52,53101461
100101010092420;13,38459774;52,53101461
100101010092319;13,38459774;52,53101461
100101010092319;13,38459774;52,53101461
100101010092420;13,38459774;52,53101461
100101010092420;13,38459774;52,53101461
100101010092521;13,38440419;52,53086852
100101010092622;13,38440419;52,53086852
100101010092521;13,38440419;52,53086852
100101010092521;13,38440419;52,53086852
100101010092622;13,38440419;52,53086852
100101010092622;13,38440419;52,53086852
100101010093228;13,38720907;52,53159173
100101010093329;13,38708894;52,53136172
100101010093430;13,38016378;52,50966956
100101010093531;13,38016378;52,50966956
100101010093632;13,3788682;52,50974724
100101010093733;13,3788682;52,50974724
100101010093834;13,37580403;52,50943202
100101010093935;13,37580403;52,50943202
100101010094036;13,36914302;52,50797094
100101010094137;13,36914302;52,50797094
100101010095046;13,34652074;52,48056663
100101010095147;13,34652074;52,48056663
100101010095248;13,34726666;52,48081582
100101010095349;13,34726666;52,48081582
100101010096258;13,37667083;52,48627648
100101010096359;13,37646482;52,48655059
100101010096460;13,37771183;52,47388581
100101010096561;13,37771183;52,47388581
100101010096662;13,37802581;52,47353045
100101010096763;13,37802581;52,47353045
100101010096864;13,37644429;52,46066301
100101010096965;13,37644429;52,46066301
100101010097066;13,37674329;52,46045235
100101010097167;13,37674329;52,46045235
100101010097268;13,38538189;52,46809989
100101010097369;13,38538189;52,46809989
100101010097470;13,38577635;52,46746233
100101010097571;13,38577635;52,46746233
100101010097672;13,38397042;52,45779423
100101010097773;13,38397042;52,45779423
100101010097874;13,38419618;52,45743978
100101010097975;13,38419618;52,45743978
100101010099692;13,30171853;52,50923226
100101010099793;13,30171853;52,50923226
100101010099894;13,30218315;52,5085314
100101010099995;13,30218315;52,5085314